,general_esg_interest,esg_investment,renewable_energy,climate_topics,vix,gp
2021-04-19,0.12852255149494574,0.1345447271940099,0.16106372941823302,0.20805143635766452,0.06646153376652641,0.0007524441296685904
2021-04-26,-0.07930251508831954,-0.006871075092848344,-0.052213415634515016,-0.07438118377140301,0.07386039770805586,0.0009133671569327414
2021-05-03,0.05889151782819191,-0.041653832411784886,-0.05025156439737414,-0.03281335760441769,-0.10317033924361996,-0.0019521772972669743
2021-05-10,-0.1579264747092387,-0.11790122765317712,-0.018796172258548793,-0.09425601921645055,0.12702210090159638,-0.0049241243787003595
2021-05-17,0.1579264747092387,0.04929201622773727,-0.132138424196082,-0.041721047651335365,0.07123871295233752,0.007242498585696869
2021-05-24,0.13064765863929306,0.01841988420054086,0.043931257575327155,-0.12303248797909654,-0.1682381862941048,0.0006875288476993549
2021-05-31,-0.1629169192080786,-0.3046162199758783,-0.07846009258754878,-0.10555653644167766,-0.020286405008633657,-0.0049014421857515025
2021-06-07,0.08494951839769871,0.26513681104942755,0.012815734288567823,0.0,-0.046894059329228965,0.005062549786940438
2021-06-14,0.03031231090821751,-0.07803882242291338,0.010257219555584562,0.03117535267027442,0.3226837870609123,-0.0013982908748895843
2021-06-21,-0.03031231090821751,0.1017161721156471,-0.1089675952016876,-0.010582899438193424,-0.24541066135975342,0.005875584001002288
2021-06-28,0.015385829333376844,-0.10806582531572217,-0.052868343392212726,0.32799748253249567,-0.03521128007455021,-0.0014795034705409795
2021-07-05,0.3088198140259,-0.03437621453413808,-0.13299753120084898,-0.32799748253249567,0.07365631272924245,0.0026059514817606926
2021-07-12,-0.2611647241237376,0.1319769003207858,0.0713567517028449,0.19413193875574752,0.14029668819212127,0.004071481105697217
2021-07-19,0.04350568849481484,-0.13991407489943086,-0.021165798876386848,-0.028185796009354263,-0.06775067470516738,-0.0011320217956305202
2021-07-26,-0.1388158682991396,-0.02876896707773291,0.0011926071159612899,0.013719357497835741,0.060465055932996226,0.0012119031879368907
2021-08-02,0.0566643426535014,-0.10782265291248505,-0.02151284037919036,-0.28967928234120316,-0.11458334313672902,-0.00010896602506697481
2021-08-09,-0.04350568849481484,-0.7900088312113167,0.04116035225700706,0.5260617896433321,-0.04334364246436062,-0.002623177807872709
2021-08-16,-0.10033534773107555,0.9571603491222739,-0.030577452818813633,-0.321693632014529,0.20129447864538008,7.55845981209877e-05
2021-08-23,0.087176693572389,-0.9104663723364401,-0.03019639944583785,-0.14573793547424826,-0.11691811092321946,0.0030817389365483585
2021-08-30,0.10755568980847263,0.8200948605776545,0.062254934806089235,0.3635050261451636,0.0012202842287050153,0.0029147691670463726
2021-09-06,-0.033345687249336065,0.06017967403392932,-0.009950987716560444,-0.11798952744699664,0.2766606311847901,0.005458796800212095
2021-09-13,0.10811155423481789,0.0721278321641321,0.10460821906426714,0.00888941569405377,-0.006682639231437748,-0.004873368132141288
2021-09-20,0.05372084093082541,0.11085523252797158,0.021156524649555458,0.06160822900402437,-0.14704466816303252,-0.007411775437954454
2021-09-27,-0.05372084093082541,-0.018949543796720314,0.03205930635036062,-0.008439269328096652,0.1887324158574495,-0.007677785883051135
2021-10-04,0.2141747009708761,0.12426652625272261,-0.02904269451038788,-0.03607119488007752,-0.11042653467211727,0.013154227321319897
2021-10-11,-0.11668836379711944,-0.14926251718378347,0.061240379049459115,0.0527413350716314,-0.13159302932683092,-8.451185032242597e-06
2021-10-18,0.11668836379711944,0.11473226404937875,0.05320557308627224,0.008032517193020153,-0.05337417009852918,0.0013177292582072994
2021-10-25,0.09391836874103232,0.053369242620996404,0.03971421839080783,0.08222468290813471,0.05379130961051515,-8.84785772953603e-05
2021-11-01,-0.18282180696074635,-0.05707166798746999,0.051492510207593746,0.12412171989393987,0.013530092881777422,0.00551651779533947
2021-11-08,0.0,0.10829455360249152,-0.05450955544359045,-0.019807806823600355,-0.011529043203068023,-0.0024411184679428268
2021-11-15,0.0759156950180837,-0.16205460102175928,-0.01688936633121078,0.02824707615169701,0.09944744265426109,0.00412844169011222
2021-11-22,-0.4074038464813745,-0.2936984021612806,-0.39650934631553697,-0.4458347323168197,0.5979900102215143,-0.006071968814437806
2021-11-29,0.24623824254889692,0.17548171705299798,0.42971783906291394,0.4243218919376292,0.07162820324765073,-0.006270370989878362
2021-12-06,-0.028579206919974176,0.06222579521822269,-0.09308106793530557,0.09866029175549211,-0.3906097004380559,-0.0011819249800742865
2021-12-13,-0.0703336647449857,-0.1836290552614257,-0.06990684366068962,-0.10426266452761901,0.15409304860738549,0.011463710942901398
2021-12-20,-0.39007927877478754,-0.10971741565398296,-0.45198240157686626,-0.3835993472795603,-0.1673621076229218,-0.0032193240187315883
2021-12-27,-0.0733017370959379,-0.7318698865528099,-0.04198040778594899,0.13356394311850237,-0.041202661962156384,-0.002231218993031508
2022-01-03,0.5187881990408705,0.9538788656823568,0.4376040326815039,0.23264015310420094,0.08943095104150434,-0.004489666071949894
2022-01-10,0.23031793962106772,-0.9234189065943574,0.14129017855029322,0.016263388056477385,0.0229211247297203,-0.00949468053506468
2022-01-17,0.05561281755511205,1.0259367287251226,-0.07189973055188004,-0.07608621732699339,0.5033871588626557,0.019995552763832747
2022-01-24,0.17569894341894443,-0.12248474815592159,0.15833977124730123,0.06689023182071703,-0.041247851588312345,-0.03634252914975008
2022-01-31,0.16023594763738602,0.06916548418398771,-0.0336987056237897,0.0,-0.16052062756873176,0.0123297661425386
2022-02-07,0.38285893669739,0.19687291081107794,0.16062287079638735,-0.10775767251816104,0.17829463477270813,0.022817310284620924
2022-02-14,-0.3858923130385088,-0.022036871860991347,-0.07922388395903986,0.0958940241505936,0.014254363338752407,-0.017094916856636708
2022-02-21,-0.07578109576067282,-0.1651263432744826,0.021512840379190507,0.05138355994241935,-0.0057657602671030705,-0.006648301847569173
2022-02-28,-0.09550691401894262,-0.007712728561992788,0.16441682631482735,-0.03719702180282081,0.1591155985998305,-0.004598183413941415
2022-03-07,0.3513129622572446,0.04310033014711412,0.04647166039116879,-0.06077385226465134,-0.038461524698018,0.015120800181130864
2022-03-14,-0.23689217604282087,-0.16581265927440225,-0.19404488382359095,-0.04451046420817425,-0.2237398101062309,-0.012186855470970398
2022-03-21,-0.01695077583784066,0.04251135201141609,0.032959978217326956,0.1670853909166133,-0.1281944392838693,0.004466121460716788
2022-03-28,-0.054599645982496,0.1719753864477387,0.1996955107813044,0.039261011885460974,-0.056703524048953846,0.004194153348188741
2022-04-04,0.4271332648516488,0.029873253898266672,0.02796049466023387,0.16161671245424344,0.07794196393566,0.00357470968911738
2022-04-11,-0.41975785997257464,-0.06599518700621987,-0.12667087030633675,-0.05780465963428064,0.07277887176902254,0.003128083696063967
2022-04-18,0.09715400083716119,0.022166610012433252,0.18743068777873617,1.1444435738980807,0.24273119543365618,0.0013779443360998726
2022-04-25,0.005641808801013726,0.043578701910515716,0.0019242596952473434,-0.921472837326585,0.18397740552437414,0.002023268226698835
2022-05-02,-0.1084260120473648,-0.1295312315619006,-0.03876058642991431,-0.059333965216479344,-0.09610780973570088,-0.017908938738567907
2022-05-09,0.09057972080688859,-0.016907428426811144,-0.043072899708581115,0.018626819464818922,-0.043723076232977,-0.009237256318037585
2022-05-16,0.8461247957760705,0.056215515017977724,-0.10570822023688213,-0.20159267670328526,0.01939727917088807,-0.010540585745364067
2022-05-23,-0.28520553512707814,-0.035332049172384083,-0.15671954665587343,-0.05039001722970671,-0.12606187405199654,0.006199748691982192
2022-05-30,-0.4768334966143941,-0.07215244198433846,-0.09293990314151628,-0.3148205362802838,-0.036158570087685415,0.00295763890379485
2022-06-06,0.05683981203589572,0.13327731813258215,0.08203037609217878,0.015506671878297462,0.11940294373360216,0.0010826580216952084
2022-06-13,-0.010526704598916359,-0.062368645933978506,-0.09510394714327264,0.015721822814143582,0.12180177155915684,-0.007390672522175942
2022-06-20,0.05882930168924516,-0.0032641947673344163,-0.049980791819129955,-0.31212146620274417,-0.12528107046804793,-0.00037132289818145314
2022-06-27,-0.25144650452014283,-0.2665752459539408,-0.06576914267391976,0.08910492320911578,-0.01946378215962863,-0.00838947193120023
2022-07-04,-0.10340832901339048,0.06559106611687282,-0.09076967347443565,-0.21219227635718377,-0.07715360728192822,0.021518008051960046
2022-07-11,0.6208565661543914,0.2759675233951433,0.15876104660108523,0.10085689498184396,-0.01663960460909575,-0.00861883653667162
2022-07-18,-0.2194565210878523,-0.11522816438612082,0.02161664481247853,0.563286493248225,-0.04952533546272053,0.01198325742244459
2022-07-25,0.3550054933059752,0.08696313419043,0.015050320258964392,-0.22983913750312235,-0.07381679167405497,-0.011331815849932411
2022-08-01,-0.4564759153043203,-1.1275504570244697,-0.02605492428311207,-0.09109777833322719,-0.008438832902935456,0.004754222713650972
2022-08-08,-0.014657193834387572,1.1399199649553036,0.13566904281999323,-0.05417297649925815,-0.07659569556045887,0.003938993669147135
2022-08-15,0.12622896949149243,-0.06405966545572273,-0.0400715597493034,0.08158567591158221,0.054787488848163646,0.005648982492853158
2022-08-22,-0.08453816502196698,0.08834102607285799,-0.0016570042406733876,0.0,0.24077665012736182,0.009929686433748308
2022-08-29,-0.05268025782891317,-0.13409049677507334,-0.017869816868460415,0.11011482588001886,-0.003521132803927185,0.0033728938668949847
2022-09-05,-0.12453066465899831,0.15985556850800564,0.028722806615410008,0.1582402063746248,-0.10522176953581486,-0.01957573069509426
2022-09-12,0.5435213715589884,-0.136203532045728,0.08159991575323759,-0.10160719410949248,0.1540148389876439,-0.008753176829908754
2022-09-19,0.344799640117083,0.246868710216947,0.03343351047857723,0.07930911583281579,0.13764262145423523,-0.0010913200815239749
2022-09-26,-0.7528008936576853,-0.24539256705911128,-0.046315415511130276,0.2310490601866483,0.056818207172612656,0.020073301136387948
2022-10-03,-0.058820012643943986,0.05545774005349979,0.10928993596708529,-0.22208609344787136,-0.008222650916543728,-0.012011120877006896
2022-10-10,0.3774533737266883,-0.018020555783387238,-0.0882303020932415,-0.013890898800189344,0.021045913092050395,0.0019121390465074873
2022-10-17,0.08261877686838393,0.17384198139932305,0.034836604592504226,0.04004810394735451,-0.07276701718913048,-0.026700438836898197
2022-10-24,-0.4790908367916573,-0.249076642635492,0.021623637565962195,-0.012822093609265414,-0.13270462994899623,0.012381516919043746
2022-10-31,0.014493768436625976,0.028379093799233646,0.008258429321852686,0.042872459274031126,-0.04660197137628941,-0.0036308594585772493
2022-11-07,-0.171885769551412,0.0310253292092717,-0.02832777663225894,0.03177005993477492,-0.08268834388525759,0.006936103467043708
2022-11-14,0.25651050716471313,-0.018092981531909857,0.08508112781685166,0.14307142943994267,0.026643000411790796,0.007834800863716934
2022-11-21,-0.3476712855616906,-0.16364603645640863,-0.5250029149938923,-0.43910049654431305,-0.11332183149350916,0.0027042232843941354
2022-11-28,0.9172129577734793,0.6579742445973207,0.502114652495723,0.39244514826587906,-0.07024392849061545,-0.003473881722282291
2022-12-05,-0.4323232493609086,-0.24587027851299625,0.055097207727859754,0.005529007891599047,0.197796461878194,0.009367706610242433
2022-12-12,-0.19221887045804453,-0.38708310144507874,0.07954456076448253,0.0067611707111769155,-0.009198383056260973,-0.013459581191442156
2022-12-19,-0.25561685187766536,-0.03106767104274666,-0.5693645985026033,-0.06840195020918098,-0.0773651607017053,-0.0012704623525470757
2022-12-26,-0.1297555977425422,-0.997372990977054,-0.28486842657299666,-0.47148841269552905,0.03833249664066285,0.0007820253912677979
2023-01-02,0.016906682182889154,0.8690138431503762,0.46847112829117243,0.1854483796891002,-0.024919285354229492,-0.002789782349365494
2023-01-09,0.4364539582461131,-0.7005936853411217,0.18020423764419258,0.20933595946299466,-0.13156644059213563,0.004692321444976871
2023-01-16,0.20005445445381964,1.0063536731956841,0.07441210021201587,-0.01918995060715926,0.08174386751047358,-0.002464222785935089
2023-01-23,-0.19792225506059102,0.27735863182504816,0.013785045414755892,0.012717255321458657,-0.06750630361895615,0.011143659521032766
2023-01-30,0.1817301906694302,0.01671197127205637,0.08990855140388614,0.2643819176921287,-0.009724489624528432,0.015260945966647926
2023-02-06,0.08201702665356958,-0.043765367432114455,-0.017858077633099434,-0.22150945841809758,0.12002186427148898,-0.014809524607127396
2023-02-13,0.14100816745805123,-0.07801266586718458,-0.08362471515629515,-0.04947333503942423,-0.0248417053981681,-0.0026415356962642632
2023-02-20,-0.383919036580767,-0.023979393714386177,-0.07843943916378482,0.04842676170453508,0.08241756147864665,0.0012979957005056046
2023-02-27,0.7735097955316417,0.6054390088833079,0.34242143906643374,0.04912977628307136,-0.14674666792708346,-0.0022870949702806856
2023-03-06,-0.48992610668195,-0.5418399851787294,-0.14407269742812603,-0.08565051045358008,0.34126552428620127,0.016353835738988888
2023-03-13,0.23684303840826715,-0.01771961964560298,-0.14849875872453358,-0.04367608746880144,0.02862907313159435,-0.013069861132056168
2023-03-20,0.20554743841270495,0.1869658403404606,0.022952727427362134,0.02005130760658247,-0.14778519889997355,-0.008917599871232114
2023-03-27,-0.688628719369869,-0.15620321342829757,0.029041531739295134,0.10700616423979081,-0.13983436247397685,0.007186495064506474
2023-04-03,-0.02724409264203498,-0.13446173579642517,-0.06565910656231615,-0.13040758379754033,-0.016042841292484677,-3.0832341455795014e-05
2023-04-10,0.16966265280180992,-0.14155373756249356,0.07315005851300234,0.05852159144369162,-0.07228260604780878,0.003919988564353536
2023-04-17,-0.048189563496615184,0.27188067750317946,0.0851089108197954,0.8033821915262968,-0.017574648062325893,-0.0005397175406469134
2023-04-24,-0.02000266730684963,-0.12273532597638448,-0.01636159241191019,-0.29182291245129993,-0.0590340308747076,-0.002033067691994313
2023-05-01,0.08706239479488831,-0.09108962049370661,-0.01258897870387754,-0.37080187026681516,0.08935366444527437,0.0012381110485460648
2023-05-08,-0.30292503239538116,-0.10888203330672486,-0.0028682823978393537,-0.0046620806582466185,-0.009307727890706552,0.0016675952669989095
2023-05-15,0.15287273617021202,0.011224792342698797,-0.054552087524864845,-0.08390564125275517,-0.012918450489297073,0.00428741462353773
2023-05-22,0.30104360752215764,0.03687980629290555,-0.11649935600691164,-0.14997229022633288,0.06781685503957036,-0.0016918876628946454
2023-05-29,0.04134585792255674,-0.060629057881298354,-0.1688435664943698,-0.23832486120148885,-0.18662953978176533,0.006025319831835529
2023-06-05,-0.02243813242414827,-0.0008631731998869352,-0.0026810574872726534,0.11943321322191129,-0.05273975600308567,0.0013704718725337734
2023-06-12,0.04480607934484393,0.08335374735812395,-0.05479566322684937,-0.3700136614972441,-0.020968905528042536,0.005721608470346518
2023-06-19,-0.30299350255877244,-0.11763856652866067,-0.08647390037966456,-0.018570202338001957,-0.007385552566577802,-0.0054286768410820915
2023-06-26,0.1501432135815428,-0.8404160012239125,0.02198598926393247,0.02668090255784546,0.01116075720891585,0.0018948201058039058
2023-07-03,-0.1706053591205754,0.753785358105234,-0.15156029825229597,0.12868234075035442,0.09124354357582809,0.00467814415113808
2023-07-10,0.08934589437168805,0.37214860765615243,0.1486271136016796,0.13515503603605483,-0.10047200126659273,0.0032378784436497207
2023-07-17,-0.047655089902162606,-0.27250713624417944,-0.014186538139598545,0.10555653644167773,0.019490271807185655,0.001664432473261983
2023-07-24,-0.11625046037442544,0.024810986356316067,0.0706030298817993,0.1734347892401781,-0.01985297427870314,-0.0009175507710462126
2023-07-31,-0.023814024494627217,0.003521184970434743,-0.06797834440483068,-0.299199532954001,0.2828207411358725,0.007068408751296485
2023-08-07,-0.025005210287330826,-0.15689474248858937,-0.02710445195833063,0.04839400328149942,-0.13216375312662954,-0.013001472603027014
2023-08-14,-0.06797516980591611,-0.005557974279654987,0.05549038807176624,-0.009132991396038145,0.16576813067240215,-0.003180467371514537
2023-08-21,0.062489651263489154,0.0225487697843888,0.016015577829564236,0.11827379176313653,-0.09364156088598885,-0.0012371671878771608
2023-08-28,-0.1014704219983451,0.20262731305063364,-0.02125867846574551,-0.04803344799125231,-0.16517857794511415,0.009122338554683806
2023-09-04,-0.3221785081952566,-0.11204666974025845,0.0988713958368564,0.02410688719320871,0.05729564486305416,0.001786034933647488
2023-09-11,0.15197908088316403,0.01457699284673386,0.13812031053828036,0.10355719689215981,-0.0036127305045956515,0.0003433932030769513
2023-09-18,-0.018870163991423494,-0.0034058540421140204,0.16214187124111637,0.014817254190278017,0.24728069691946608,0.0011520104431988788
2023-09-25,0.0,-0.9329161082499503,-0.12154770452930297,0.014186538139598692,0.018604632594767967,0.0006163385489223261
2023-10-02,-0.07428890424779655,-0.050125504682676625,0.004320365159820927,-0.0493067100255408,-0.003995416266852847,-0.014483127702280725
2023-10-09,-0.022225881285416804,0.021185307113772645,-0.044914531871634335,-0.0032362713756535952,0.10716325788685888,0.006300416572347094
2023-10-16,0.008891757744336148,1.0139963997169754,0.19665543088806325,0.0525429814011944,0.1237059745031317,-0.005901910261279838
2023-10-23,0.08017132503758972,0.012002304796590257,-0.08309723002396607,0.03177005993477492,-0.02026709559023787,0.0008300249915855658
2023-10-30,-0.16375178331922635,-0.1416663155168818,0.030005868812851944,0.04866689182177778,-0.29901271619531755,0.002788640978057637
2023-11-06,0.19007365006193733,0.06594752586202601,-0.036227086656724104,-0.04866689182177778,-0.049631105210682036,-0.015491735288887573
2023-11-13,-0.12019267887435792,-0.09903538873319462,0.06266600493292011,0.05568469488772202,-0.02611149495885201,0.016353984290808914
2023-11-20,-0.14788309542586986,0.1422700729613845,-0.5261768288912397,-0.36301427921731966,-0.09710145899038092,0.0032712087945612946
2023-11-27,0.21660751053053318,-0.07518853850478358,0.5653601859520436,0.43910049654431305,0.013643665792414161,0.0022226460516585715
2023-12-04,0.060875879018056134,-0.03308622957278773,0.018223358876884827,0.09258256178302056,-0.022169416503096007,0.0004501469365493045
2023-12-11,-0.1468010074813857,-0.08831928046254006,-0.06194549963379966,-0.1913231731163257,-0.005668068529258163,0.010289173626352014
2023-12-18,-0.19652129405480356,-1.1091582504490418,-0.385628871308284,-0.312947185798684,0.061074919894850366,-0.002015274481869774
2023-12-25,-0.26949825036634345,-0.031573431331073154,-0.4339678406701948,-0.3328429433703756,-0.04451265814215022,0.0066073412713763885
2024-01-01,0.3698335980974192,0.21704990600180535,0.4330168176760593,0.23597283262675264,0.07228920369418956,-0.0018885460215465853
2024-01-08,0.6746265447197708,0.9364308382726162,0.24988646360776245,0.5119420316969516,-0.048689180047276515,-0.001298460974507313
2024-01-15,-0.36336173804677485,-0.04793097736808616,-0.03888282514389241,0.17178692631046064,0.04724412523471089,-0.0070268060122281074
2024-01-22,-0.05950164603080643,0.2493827756574144,0.17414250200119077,-0.2310490601866486,-0.003007515885668388,0.008104059920640257
2024-01-29,-0.14690289515115507,-0.18625195716226162,0.020945096744196867,-0.0562794021522223,0.04449473170466467,-0.008842288409306193
2024-02-05,-0.06135457699621982,0.254555178108798,0.07974012879495633,0.05476768376375851,-0.0664259964588042,0.0074162769027465
2024-02-12,0.047655089902162606,0.005565610070132565,-0.0955804805481389,-0.11459051303427466,0.10131472815340925,0.011243284592572464
2024-02-19,-0.03395560280810539,-0.10305716756376082,-0.046151763454522765,-0.1295927297743833,-0.03441009683946705,-0.003785534102982121
2024-02-26,-0.025646647193775296,0.16529247859759844,0.12095374859597359,0.2441832428086581,-0.04654547951438215,-0.0022126756717103027
2024-03-04,0.13667758991550993,-0.15450967701815987,-0.017185588095879556,-0.011300517225227255,0.12433258254211466,0.010410849509378333
2024-03-11,-0.17741068764470502,-0.167078801214691,-0.042590899315546014,-0.12997089836689302,-0.022388054873152874,-0.008426316047020802
2024-03-18,0.3064236190791514,0.10692007045243213,0.0461602374063701,0.061801074443787574,-0.09368490229636306,0.0035513129857131474
